Date,Lang Code,Count
2017-08-13,uk,21
2017-08-13,tr,26
2017-08-13,tl,9
2017-08-13,th,15
2017-08-13,te,4
2017-08-13,ta,5
2017-08-13,sv,1
2017-08-13,su,3
2017-08-13,sr,5
2017-08-13,sq,1
2017-08-13,so,1
2017-08-13,sl,4
2017-08-13,sco,2
2017-08-13,sa,1
2017-08-13,ru,46
2017-08-13,ro,5
2017-08-13,pt,62
2017-08-13,pl,244
2017-08-13,oc,2
2017-08-13,no,10
2017-08-13,nl,15
2017-08-13,ne,3
2017-08-13,my,65
2017-08-13,ms,11
2017-08-13,ml,4
2017-08-13,lv,3
2017-08-13,lt,31
2017-08-13,la,1
2017-08-13,ko,750
2017-08-13,jw,1
2017-08-13,ja,73
2017-08-13,iw,5
2017-08-13,it,17
2017-08-13,id,278
2017-08-13,hu,5
2017-08-13,hr,5
2017-08-13,hi,34
2017-08-13,gl,2
2017-08-13,fr,74
2017-08-13,fa,15
2017-08-13,es,515
2017-08-13,en,10281
2017-08-13,el,5
2017-08-13,de,210
2017-08-13,da,13
2017-08-13,cs,22
2017-08-13,co,1
2017-08-13,ceb,1
2017-08-13,br,1
2017-08-13,bn,9
2017-08-13,bg,3
2017-08-13,az,8
2017-08-13,ar,39
2017-08-13,aa,2
2017-08-14,zu,1
2017-08-14,zh-Hant,32
2017-08-14,zh,83
2017-08-14,xh,2
2017-08-14,war,1
2017-08-14,vi,6
2017-08-14,ur,1
2017-08-14,uk,28
2017-08-14,tr,34
2017-08-14,tl,4
2017-08-14,th,16
2017-08-14,te,3
2017-08-14,ta,3
2017-08-14,sv,4
2017-08-14,ss,1
2017-08-14,sr,4
2017-08-14,sq,1
2017-08-14,sn,1
2017-08-14,sl,5
2017-08-14,sco,1
2017-08-14,ru,353
2017-08-14,ro,4
2017-08-14,pt,44
2017-08-14,pl,216
2017-08-14,oc,1
2017-08-14,ny,1
2017-08-14,no,13
2017-08-14,nl,19
2017-08-14,ne,5
2017-08-14,my,37
2017-08-14,ms,15
2017-08-14,ml,3
2017-08-14,lv,4
2017-08-14,lt,23
2017-08-14,lb,1
2017-08-14,la,1
2017-08-14,ko,713
2017-08-14,jp,2
2017-08-14,ja,72
2017-08-14,iw,3
2017-08-14,it,13
2017-08-14,id,269
2017-08-14,hu,5
2017-08-14,hr,3
2017-08-14,hi,22
2017-08-14,gv,1
2017-08-14,fr,60
2017-08-14,fi,1
2017-08-14,fa,17
2017-08-14,es,573
2017-08-14,eo,2
2017-08-14,en,10968
2017-08-14,el,4
2017-08-14,de,207
2017-08-14,da,5
2017-08-14,cs,17
2017-08-14,ca,1
2017-08-14,br,1
2017-08-14,bn,7
2017-08-14,bg,4
2017-08-14,az,6
2017-08-14,ar,27
2017-08-14,af,1
2017-08-15,zh-Hant,16
2017-08-15,zh,79
2017-08-15,xh,1
2017-08-15,vi,4
2017-08-15,ur,1
2017-08-15,uk,22
2017-08-15,tr,36
2017-08-15,tl,7
2017-08-15,th,15
2017-08-15,te,4
2017-08-15,ta,4
2017-08-15,sv,5
2017-08-15,sr,4
2017-08-15,sn,1
2017-08-15,sl,3
2017-08-15,sco,1
2017-08-15,sa,1
2017-08-15,ru,56
2017-08-15,ro,3
2017-08-15,rn,1
2017-08-15,pt,50
2017-08-15,pl,268
2017-08-15,oc,1
2017-08-15,no,8
2017-08-15,nl,19
2017-08-15,ne,2
2017-08-15,my,43
2017-08-15,ms,11
2017-08-15,ml,4
2017-08-15,lv,3
2017-08-15,lt,21
2017-08-15,la,1
2017-08-15,ko,756
2017-08-15,jp,3
2017-08-15,ja,70
2017-08-15,iw,5
2017-08-15,it,18
2017-08-15,ie,1
2017-08-15,id,331
2017-08-15,hu,4
2017-08-15,hr,2
2017-08-15,hi,24
2017-08-15,gl,1
2017-08-15,gd,1
2017-08-15,ga,1
2017-08-15,fr,64
2017-08-15,fi,1
2017-08-15,fa,16
2017-08-15,es,578
2017-08-15,en,11943
2017-08-15,el,5
2017-08-15,de,203
2017-08-15,da,3
2017-08-15,cs,31
2017-08-15,crs,1
2017-08-15,ca,1
2017-08-15,bs,1
2017-08-15,bn,5
2017-08-15,bg,4
2017-08-15,az,8
2017-08-15,ar,38
2017-08-16,zh-Hant,32
2017-08-16,zh,99
2017-08-16,war,1
2017-08-16,vi,3
2017-08-16,uz,1
2017-08-16,ur,2
2017-08-16,uk,26
2017-08-16,tr,37
2017-08-16,tl,10
2017-08-16,th,14
2017-08-16,te,2
2017-08-16,ta,2
2017-08-16,sv,3
2017-08-16,su,1
2017-08-16,sr,3
2017-08-16,sq,1
2017-08-16,so,1
2017-08-16,sl,3
2017-08-16,sk,2
2017-08-16,sco,4
2017-08-16,ru,54
2017-08-16,ro,5
2017-08-16,pt,49
2017-08-16,pl,322
2017-08-16,pa,3
2017-08-16,oc,1
2017-08-16,no,9
2017-08-16,nl,13
2017-08-16,ne,2
2017-08-16,my,39
2017-08-16,ms,12
2017-08-16,ml,2
2017-08-16,lv,3
2017-08-16,lt,26
2017-08-16,la,1
2017-08-16,ko,670
2017-08-16,km,1
2017-08-16,jw,1
2017-08-16,ja,75
2017-08-16,iw,3
2017-08-16,it,25
2017-08-16,id,286
2017-08-16,hu,5
2017-08-16,ht,1
2017-08-16,hr,4
2017-08-16,hi,20
2017-08-16,ha,1
2017-08-16,gl,1
2017-08-16,fr,49
2017-08-16,fa,12
2017-08-16,es,572
2017-08-16,eo,3
2017-08-16,en,11392
2017-08-16,el,5
2017-08-16,de,189
2017-08-16,da,7
2017-08-16,cs,29
2017-08-16,ceb,2
2017-08-16,ca,2
2017-08-16,bn,5
2017-08-16,bg,2
2017-08-16,az,10
2017-08-16,ar,34
2017-08-17,zh-Hant,21
2017-08-17,zh,96
2017-08-17,xh,1
2017-08-17,war,2
2017-08-17,vo,1
2017-08-17,vi,2
2017-08-17,ve,1
2017-08-17,uz,1
2017-08-17,ur,5
2017-08-17,uk,18
2017-08-17,tr,33
2017-08-17,tl,12
2017-08-17,th,10
2017-08-17,sv,9
2017-08-17,su,3
2017-08-17,sr,1
2017-08-17,sq,1
2017-08-17,so,1
2017-08-17,sk,1
2017-08-17,sco,2
2017-08-17,ru,78
2017-08-17,ro,4
2017-08-17,pt,40
2017-08-17,pl,249
2017-08-17,pa,2
2017-08-17,oc,1
2017-08-17,nl,12
2017-08-17,ne,2
2017-08-17,my,38
2017-08-17,ms,19
2017-08-17,lt,20
2017-08-17,lb,2
2017-08-17,la,3
2017-08-17,ko,523
2017-08-17,ja,66
2017-08-17,iw,2
2017-08-17,it,15
2017-08-17,ik,1
2017-08-17,ig,1
2017-08-17,id,304
2017-08-17,ht,2
2017-08-17,hr,3
2017-08-17,hi,23
2017-08-17,gv,1
2017-08-17,fr,47
2017-08-17,fa,12
2017-08-17,es,566
2017-08-17,en,10823
2017-08-17,el,5
2017-08-17,de,172
2017-08-17,da,6
2017-08-17,cs,16
2017-08-17,bs,1
2017-08-17,bn,5
2017-08-17,bg,1
2017-08-17,az,8
2017-08-17,ar,9
2017-08-17,af,1
2017-08-18,zh-Hant,21
2017-08-18,zh,93
2017-08-18,war,1
2017-08-18,vi,1
2017-08-18,ur,2
2017-08-18,uk,25
2017-08-18,tr,40
2017-08-18,tl,12
2017-08-18,th,8
2017-08-18,ta,4
2017-08-18,sv,3
2017-08-18,sl,1
2017-08-18,sco,3
2017-08-18,sa,2
2017-08-18,rw,1
2017-08-18,ru,102
2017-08-18,ro,2
2017-08-18,pt,55
2017-08-18,pl,347
2017-08-18,pa,1
2017-08-18,oc,2
2017-08-18,no,5
2017-08-18,nl,11
2017-08-18,ne,1
2017-08-18,my,47
2017-08-18,ms,16
2017-08-18,lt,30
2017-08-18,ko,462
2017-08-18,jp,1
2017-08-18,ja,55
2017-08-18,iw,1
2017-08-18,it,17
2017-08-18,is,1
2017-08-18,id,255
2017-08-18,hu,4
2017-08-18,hr,1
2017-08-18,hi,25
2017-08-18,gl,1
2017-08-18,gd,1
2017-08-18,fr,48
2017-08-18,fa,10
2017-08-18,es,553
2017-08-18,eo,1
2017-08-18,en,10582
2017-08-18,el,4
2017-08-18,de,197
2017-08-18,da,6
2017-08-18,cs,23
2017-08-18,ceb,1
2017-08-18,ca,2
2017-08-18,bs,1
2017-08-18,bn,5
2017-08-18,az,5
2017-08-18,ar,13
2017-08-19,zh-Hant,24
2017-08-19,zh,89
2017-08-19,xh,1
2017-08-19,vi,2
2017-08-19,ur,2
2017-08-19,uk,18
2017-08-19,tr,46
2017-08-19,tl,13
2017-08-19,th,12
2017-08-19,ta,5
2017-08-19,sv,1
2017-08-19,su,1
2017-08-19,sl,1
2017-08-19,sco,2
2017-08-19,ru,80
2017-08-19,ro,2
2017-08-19,pt,37
2017-08-19,pl,289
2017-08-19,oc,1
2017-08-19,no,2
2017-08-19,nl,18
2017-08-19,ne,2
2017-08-19,my,21
2017-08-19,ms,7
2017-08-19,mn,1
2017-08-19,lt,26
2017-08-19,ko,354
2017-08-19,kha,1
2017-08-19,ja,65
2017-08-19,iw,1
2017-08-19,it,19
2017-08-19,id,258
2017-08-19,hr,1
2017-08-19,hi,19
2017-08-19,gd,1
2017-08-19,fr,35
2017-08-19,fa,10
2017-08-19,es,524
2017-08-19,eo,1
2017-08-19,en,10604
2017-08-19,de,158
2017-08-19,da,5
2017-08-19,cs,23
2017-08-19,ceb,1
2017-08-19,ca,1
2017-08-19,br,2
2017-08-19,bn,1
2017-08-19,az,7
2017-08-19,ay,3
2017-08-19,ar,32
2017-08-19,am,2
2017-08-19,ak,1
2017-08-20,zh-Hant,22
2017-08-20,zh,84
2017-08-20,vi,2
2017-08-20,ur,3
2017-08-20,uk,18
2017-08-20,tr,35
2017-08-20,tl,19
2017-08-20,th,16
2017-08-20,ta,1
2017-08-20,sw,1
2017-08-20,st,1
2017-08-20,ss,1
2017-08-20,sr,1
2017-08-20,sl,1
2017-08-20,sco,3
2017-08-20,sa,1
2017-08-20,ru,56
2017-08-20,ro,1
2017-08-20,pt,28
2017-08-20,pl,329
2017-08-20,oc,2
2017-08-20,no,2
2017-08-20,nl,7
2017-08-20,ne,1
2017-08-20,my,47
2017-08-20,ms,8
2017-08-20,lt,20
2017-08-20,lg,1
2017-08-20,lb,1
2017-08-20,la,3
2017-08-20,ko,413
2017-08-20,jw,1
2017-08-20,jp,1
2017-08-20,ja,93
2017-08-20,iw,2
2017-08-20,it,18
2017-08-20,id,247
2017-08-20,ia,2
2017-08-20,hu,3
2017-08-20,hr,2
2017-08-20,hi,19
2017-08-20,gv,1
2017-08-20,fr,57
2017-08-20,fa,15
2017-08-20,es,503
2017-08-20,eo,1
2017-08-20,en,10243
2017-08-20,el,8
2017-08-20,de,134
2017-08-20,da,8
2017-08-20,cs,30
2017-08-20,ceb,1
2017-08-20,bn,1
2017-08-20,bh,1
2017-08-20,az,4
2017-08-20,ay,2
2017-08-20,ar,47
2017-08-20,aa,1
2017-08-21,zh-Hant,25
2017-08-21,zh,108
2017-08-21,war,1
2017-08-21,vi,1
2017-08-21,uz,1
2017-08-21,ur,2
2017-08-21,uk,25
2017-08-21,tr,34
2017-08-21,tl,20
2017-08-21,th,12
2017-08-21,ta,2
2017-08-21,sv,5
2017-08-21,sm,1
2017-08-21,sco,2
2017-08-21,ru,62
2017-08-21,ro,2
2017-08-21,pt,73
2017-08-21,pl,357
2017-08-21,oc,1
2017-08-21,no,1
2017-08-21,nl,10
2017-08-21,my,29
2017-08-21,ms,23
2017-08-21,lt,16
2017-08-21,la,1
2017-08-21,ko,488
2017-08-21,ja,64
2017-08-21,it,20
2017-08-21,id,300
2017-08-21,ia,1
2017-08-21,hu,1
2017-08-21,ht,2
2017-08-21,hr,2
2017-08-21,hi,15
2017-08-21,fr,36
2017-08-21,fi,1
2017-08-21,fa,11
2017-08-21,es,617
2017-08-21,en,11858
2017-08-21,el,3
2017-08-21,de,149
2017-08-21,da,8
2017-08-21,cs,16
2017-08-21,ceb,1
2017-08-21,bn,4
2017-08-21,bh,1
2017-08-21,az,3
2017-08-21,ar,50
2017-08-21,aa,1
2017-08-22,zh-Hant,24
2017-08-22,zh,109
2017-08-22,war,4
2017-08-22,vi,7
2017-08-22,uk,19
2017-08-22,tr,39
2017-08-22,tlh,1
2017-08-22,tl,19
2017-08-22,th,11
2017-08-22,ta,9
2017-08-22,sv,1
2017-08-22,sq,1
2017-08-22,sm,1
2017-08-22,sco,2
2017-08-22,ru,59
2017-08-22,ro,1
2017-08-22,pt,52
2017-08-22,pl,388
2017-08-22,oc,1
2017-08-22,no,1
2017-08-22,nl,16
2017-08-22,my,39
2017-08-22,ms,18
2017-08-22,lv,1
2017-08-22,lt,27
2017-08-22,la,2
2017-08-22,ko,490
2017-08-22,km,1
2017-08-22,jw,2
2017-08-22,jp,1
2017-08-22,ja,62
2017-08-22,iw,1
2017-08-22,it,19
2017-08-22,ie,1
2017-08-22,id,277
2017-08-22,hu,2
2017-08-22,ht,2
2017-08-22,hr,3
2017-08-22,hi,20
2017-08-22,gl,3
2017-08-22,gd,1
2017-08-22,fr,49
2017-08-22,fi,1
2017-08-22,fa,10
2017-08-22,es,636
2017-08-22,en,11672
2017-08-22,el,4
2017-08-22,de,167
2017-08-22,da,7
2017-08-22,cs,29
2017-08-22,br,1
2017-08-22,bn,2
2017-08-22,bg,3
2017-08-22,az,10
2017-08-22,ar,71
2017-08-22,af,1
2017-08-22,aa,1
2017-08-23,zh-Hant,24
2017-08-23,zh,100
2017-08-23,xh,2
2017-08-23,war,1
2017-08-23,vi,2
2017-08-23,ur,3
2017-08-23,uk,21
2017-08-23,tr,16
2017-08-23,tl,8
2017-08-23,th,16
2017-08-23,ta,6
2017-08-23,so,1
2017-08-23,ru,52
2017-08-23,ro,2
2017-08-23,pt,52
2017-08-23,pl,394
2017-08-23,pa,1
2017-08-23,oc,1
2017-08-23,no,2
2017-08-23,nl,20
2017-08-23,my,27
2017-08-23,ms,29
2017-08-23,lt,23
2017-08-23,lb,1
2017-08-23,la,2
2017-08-23,ko,452
2017-08-23,kha,1
2017-08-23,jw,1
2017-08-23,jp,1
2017-08-23,ja,61
2017-08-23,it,16
2017-08-23,id,374
2017-08-23,hu,2
2017-08-23,hr,1
2017-08-23,hi,19
2017-08-23,gv,1
2017-08-23,fr,77
2017-08-23,fa,11
2017-08-23,es,740
2017-08-23,en,12303
2017-08-23,el,3
2017-08-23,de,160
2017-08-23,da,5
2017-08-23,cs,17
2017-08-23,ceb,2
2017-08-23,bn,4
2017-08-23,az,2
2017-08-23,ar,87
2017-08-23,aa,1
2017-08-24,zh-Hant,23
2017-08-24,zh,99
2017-08-24,vo,1
2017-08-24,vi,3
2017-08-24,uz,1
2017-08-24,ur,1
2017-08-24,uk,20
2017-08-24,tr,11
2017-08-24,tl,19
2017-08-24,th,19
2017-08-24,ta,5
2017-08-24,su,3
2017-08-24,sco,6
2017-08-24,ru,50
2017-08-24,ro,1
2017-08-24,rm,1
2017-08-24,qu,1
2017-08-24,pt,51
2017-08-24,pl,357
2017-08-24,oc,1
2017-08-24,no,6
2017-08-24,nl,21
2017-08-24,my,51
2017-08-24,ms,17
2017-08-24,lt,32
2017-08-24,la,5
2017-08-24,ko,461
2017-08-24,jp,1
2017-08-24,ja,70
2017-08-24,iw,3
2017-08-24,it,23
2017-08-24,id,352
2017-08-24,hr,3
2017-08-24,hi,21
2017-08-24,gv,1
2017-08-24,gl,1
2017-08-24,gd,1
2017-08-24,fy,2
2017-08-24,fr,48
2017-08-24,fa,7
2017-08-24,es,647
2017-08-24,eo,1
2017-08-24,en,11676
2017-08-24,el,3
2017-08-24,de,149
2017-08-24,da,10
2017-08-24,cs,29
2017-08-24,ceb,1
2017-08-24,ca,2
2017-08-24,bn,4
2017-08-24,bg,3
2017-08-24,az,5
2017-08-24,ar,88
2017-08-24,ak,1
2017-08-25,zh-Hant,30
2017-08-25,zh,105
2017-08-25,war,1
2017-08-25,vi,2
2017-08-25,ur,4
2017-08-25,uk,20
2017-08-25,tr,11
2017-08-25,tl,22
2017-08-25,th,13
2017-08-25,ta,2
2017-08-25,sv,1
2017-08-25,st,1
2017-08-25,sr,1
2017-08-25,sn,1
2017-08-25,ru,42
2017-08-25,rn,1
2017-08-25,rm,1
2017-08-25,pt,52
2017-08-25,pl,313
2017-08-25,oc,1
2017-08-25,no,6
2017-08-25,nl,21
2017-08-25,my,15
2017-08-25,ms,19
2017-08-25,lt,22
2017-08-25,la,6
2017-08-25,ko,417
2017-08-25,jw,1
2017-08-25,ja,66
2017-08-25,iw,1
2017-08-25,it,16
2017-08-25,id,334
2017-08-25,hu,2
2017-08-25,hr,2
2017-08-25,hi,19
2017-08-25,gn,1
2017-08-25,fr,61
2017-08-25,fa,14
2017-08-25,eu,1
2017-08-25,es,678
2017-08-25,eo,1
2017-08-25,en,11812
2017-08-25,el,2
2017-08-25,de,150
2017-08-25,da,4
2017-08-25,cs,40
2017-08-25,bs,1
2017-08-25,br,1
2017-08-25,bn,1
2017-08-25,bg,2
2017-08-25,az,5
2017-08-25,ar,79
2017-08-25,af,3
2017-08-25,aa,2
2017-08-26,zh-Hant,23
2017-08-26,zh,95
2017-08-26,war,1
2017-08-26,vi,1
2017-08-26,uz,1
2017-08-26,ur,4
2017-08-26,uk,22
2017-08-26,tr,22
2017-08-26,tl,24
2017-08-26,th,13
2017-08-26,ta,5
2017-08-26,su,3
2017-08-26,sl,1
2017-08-26,sco,5
2017-08-26,sa,1
2017-08-26,ru,80
2017-08-26,ro,1
2017-08-26,pt,40
2017-08-26,pl,301
2017-08-26,oc,1
2017-08-26,nl,7
2017-08-26,ne,1
2017-08-26,my,28
2017-08-26,ms,23
2017-08-26,mi,1
2017-08-26,lt,22
2017-08-26,la,7
2017-08-26,ko,346
2017-08-26,ja,73
2017-08-26,iw,1
2017-08-26,it,20
2017-08-26,id,326
2017-08-26,hu,2
2017-08-26,hr,4
2017-08-26,hi,10
2017-08-26,gl,2
2017-08-26,fr,44
2017-08-26,fa,16
2017-08-26,es,596
2017-08-26,eo,1
2017-08-26,en,10833
2017-08-26,el,2
2017-08-26,de,138
2017-08-26,da,4
2017-08-26,cs,32
2017-08-26,bn,3
2017-08-26,bi,1
2017-08-26,az,2
2017-08-26,ar,62
2017-08-26,aa,1
2017-08-27,zh-Hant,25
2017-08-27,zh,113
2017-08-27,vi,2
2017-08-27,ur,2
2017-08-27,uk,26
2017-08-27,tr,23
2017-08-27,tl,26
2017-08-27,th,17
2017-08-27,ta,4
2017-08-27,sn,1
2017-08-27,sm,2
2017-08-27,sco,3
2017-08-27,sa,1
2017-08-27,ru,103
2017-08-27,pt,53
2017-08-27,pl,287
2017-08-27,oc,3
2017-08-27,no,2
2017-08-27,nl,6
2017-08-27,my,32
2017-08-27,ms,18
2017-08-27,lt,34
2017-08-27,lb,1
2017-08-27,la,1
2017-08-27,ko,357
2017-08-27,km,1
2017-08-27,jw,1
2017-08-27,jp,1
2017-08-27,ja,91
2017-08-27,it,15
2017-08-27,id,308
2017-08-27,hu,2
2017-08-27,ht,1
2017-08-27,hr,2
2017-08-27,hi,10
2017-08-27,gd,1
2017-08-27,fr,50
2017-08-27,fa,5
2017-08-27,es,549
2017-08-27,en,10772
2017-08-27,el,1
2017-08-27,de,152
2017-08-27,da,6
2017-08-27,cs,24
2017-08-27,bn,5
2017-08-27,az,4
2017-08-27,ar,45
2017-08-27,aa,1
2017-08-28,zh-Hant,24
2017-08-28,zh,122
2017-08-28,vi,3
2017-08-28,ur,9
2017-08-28,uk,26
2017-08-28,tr,39
2017-08-28,tl,30
2017-08-28,th,17
2017-08-28,ta,1
2017-08-28,su,1
2017-08-28,sr,1
2017-08-28,ru,71
2017-08-28,rn,1
2017-08-28,pt,81
2017-08-28,pl,304
2017-08-28,oc,1
2017-08-28,nl,8
2017-08-28,my,47
2017-08-28,ms,15
2017-08-28,lt,28
2017-08-28,la,3
2017-08-28,ko,436
2017-08-28,kk,1
2017-08-28,jw,1
2017-08-28,ja,94
2017-08-28,it,24
2017-08-28,id,306
2017-08-28,hu,3
2017-08-28,hi,7
2017-08-28,gv,3
2017-08-28,gn,1
2017-08-28,gl,1
2017-08-28,fr,61
2017-08-28,fi,3
2017-08-28,fa,11
2017-08-28,es,569
2017-08-28,eo,1
2017-08-28,en,11959
2017-08-28,el,3
2017-08-28,de,163
2017-08-28,da,8
2017-08-28,cs,43
2017-08-28,ceb,2
2017-08-28,br,3
2017-08-28,bn,4
2017-08-28,bg,2
2017-08-28,az,2
2017-08-28,ar,52
2017-08-29,zh-Hant,41
2017-08-29,zh,133
2017-08-29,vo,1
2017-08-29,vi,1
2017-08-29,uk,30
2017-08-29,tr,41
2017-08-29,tl,33
2017-08-29,th,17
2017-08-29,ta,1
2017-08-29,sv,1
2017-08-29,su,3
2017-08-29,sr,3
2017-08-29,sq,1
2017-08-29,sco,1
2017-08-29,rw,1
2017-08-29,ru,96
2017-08-29,pt,98
2017-08-29,pl,312
2017-08-29,oc,1
2017-08-29,nl,7
2017-08-29,my,30
2017-08-29,ms,19
2017-08-29,lt,26
2017-08-29,la,2
2017-08-29,ko,410
2017-08-29,jp,1
2017-08-29,ja,78
2017-08-29,iw,1
2017-08-29,it,17
2017-08-29,id,290
2017-08-29,hu,6
2017-08-29,ht,1
2017-08-29,hr,9
2017-08-29,hi,10
2017-08-29,gd,1
2017-08-29,fr,57
2017-08-29,fa,11
2017-08-29,es,665
2017-08-29,en,13123
2017-08-29,el,2
2017-08-29,de,223
2017-08-29,da,7
2017-08-29,cs,27
2017-08-29,br,2
2017-08-29,bn,6
2017-08-29,bg,2
2017-08-29,az,3
2017-08-29,ar,49
2017-08-29,af,3
2017-08-30,zh-Hant,16
2017-08-30,zh,117
2017-08-30,vo,1
2017-08-30,vi,4
2017-08-30,ur,3
2017-08-30,uk,24
2017-08-30,tr,41
2017-08-30,tlh,1
2017-08-30,tl,26
2017-08-30,th,13
2017-08-30,ta,1
2017-08-30,su,1
2017-08-30,sr,1
2017-08-30,sq,1
2017-08-30,sk,1
2017-08-30,sco,3
2017-08-30,ru,103
2017-08-30,ro,3
2017-08-30,qu,1
2017-08-30,pt,71
2017-08-30,pl,402
2017-08-30,oc,1
2017-08-30,no,2
2017-08-30,nl,12
2017-08-30,my,46
2017-08-30,ms,17
2017-08-30,lt,48
2017-08-30,lb,1
2017-08-30,la,1
2017-08-30,ko,428
2017-08-30,jw,1
2017-08-30,ja,79
2017-08-30,it,24
2017-08-30,id,283
2017-08-30,hu,4
2017-08-30,hr,6
2017-08-30,hmn,1
2017-08-30,hi,15
2017-08-30,fr,54
2017-08-30,fa,15
2017-08-30,et,1
2017-08-30,es,724
2017-08-30,eo,1
2017-08-30,en,13034
2017-08-30,el,3
2017-08-30,de,302
2017-08-30,da,8
2017-08-30,cy,1
2017-08-30,cs,29
2017-08-30,crs,1
2017-08-30,ca,2
2017-08-30,br,1
2017-08-30,bn,4
2017-08-30,ar,57
2017-08-30,af,1
2017-08-31,zh-Hant,29
2017-08-31,zh,132
2017-08-31,xh,1
2017-08-31,wo,1
2017-08-31,war,1
2017-08-31,vi,1
2017-08-31,ur,2
2017-08-31,uk,35
2017-08-31,tr,57
2017-08-31,tl,21
2017-08-31,th,20
2017-08-31,ta,2
2017-08-31,su,1
2017-08-31,sr,1
2017-08-31,sl,1
2017-08-31,sco,4
2017-08-31,sa,1
2017-08-31,rw,1
2017-08-31,ru,87
2017-08-31,ro,1
2017-08-31,pt,54
2017-08-31,pl,351
2017-08-31,oc,1
2017-08-31,no,3
2017-08-31,nl,11
2017-08-31,ne,1
2017-08-31,my,29
2017-08-31,ms,16
2017-08-31,mi,1
2017-08-31,lt,32
2017-08-31,ko,374
2017-08-31,ja,84
2017-08-31,iw,2
2017-08-31,it,26
2017-08-31,is,2
2017-08-31,id,263
2017-08-31,ia,1
2017-08-31,hu,6
2017-08-31,hr,5
2017-08-31,hi,14
2017-08-31,ha,2
2017-08-31,gv,1
2017-08-31,gl,1
2017-08-31,fr,41
2017-08-31,fa,6
2017-08-31,es,685
2017-08-31,en,12258
2017-08-31,el,3
2017-08-31,de,314
2017-08-31,da,10
2017-08-31,cs,26
2017-08-31,ca,1
2017-08-31,br,1
2017-08-31,bn,8
2017-08-31,ar,51
2017-09-01,zh-Hant,33
2017-09-01,zh,144
2017-09-01,xx-Qaai,1
2017-09-01,war,2
2017-09-01,vi,1
2017-09-01,uk,27
2017-09-01,tr,36
2017-09-01,tl,22
2017-09-01,th,12
2017-09-01,ta,1
2017-09-01,sv,1
2017-09-01,st,1
2017-09-01,sco,3
2017-09-01,sa,1
2017-09-01,ru,81
2017-09-01,pt,66
2017-09-01,pl,283
2017-09-01,oc,1
2017-09-01,nl,3
2017-09-01,ne,1
2017-09-01,my,27
2017-09-01,ms,28
2017-09-01,lt,28
2017-09-01,la,3
2017-09-01,ko,405
2017-09-01,jp,1
2017-09-01,ja,68
2017-09-01,it,22
2017-09-01,is,1
2017-09-01,id,211
2017-09-01,hu,8
2017-09-01,hr,4
2017-09-01,hi,21
2017-09-01,ha,1
2017-09-01,gv,1
2017-09-01,gn,2
2017-09-01,gl,1
2017-09-01,gd,1
2017-09-01,fr,48
2017-09-01,fj,1
2017-09-01,fi,1
2017-09-01,fa,5
2017-09-01,es,706
2017-09-01,eo,3
2017-09-01,en,11832
2017-09-01,el,5
2017-09-01,de,274
2017-09-01,da,6
2017-09-01,cs,19
2017-09-01,bs,1
2017-09-01,bn,6
2017-09-01,bg,1
2017-09-01,ar,41
2017-09-02,zh-Hant,29
2017-09-02,zh,119
2017-09-02,yo,1
2017-09-02,vi,2
2017-09-02,ur,1
2017-09-02,uk,29
2017-09-02,tr,39
2017-09-02,tl,20
2017-09-02,th,12
2017-09-02,ta,3
2017-09-02,su,1
2017-09-02,st,1
2017-09-02,sco,5
2017-09-02,ru,85
2017-09-02,ro,2
2017-09-02,rm,3
2017-09-02,pt,74
2017-09-02,pl,308
2017-09-02,oc,1
2017-09-02,no,3
2017-09-02,nl,20
2017-09-02,my,16
2017-09-02,ms,21
2017-09-02,lt,26
2017-09-02,lo,1
2017-09-02,lg,1
2017-09-02,la,2
2017-09-02,ko,306
2017-09-02,jw,1
2017-09-02,jp,1
2017-09-02,ja,56
2017-09-02,it,23
2017-09-02,id,269
2017-09-02,hu,5
2017-09-02,hr,3
2017-09-02,hi,21
2017-09-02,gl,1
2017-09-02,fr,43
2017-09-02,fa,1
2017-09-02,es,644
2017-09-02,eo,1
2017-09-02,en,11501
2017-09-02,el,2
2017-09-02,de,258
2017-09-02,da,13
2017-09-02,cs,23
2017-09-02,br,1
2017-09-02,bn,4
2017-09-02,ar,28
2017-09-02,af,1
2017-09-02,aa,1
2017-09-03,zh-Hant,27
2017-09-03,zh,146
2017-09-03,xh,1
2017-09-03,vi,4
2017-09-03,ur,1
2017-09-03,uk,22
2017-09-03,tr,35
2017-09-03,tl,13
2017-09-03,th,19
2017-09-03,ta,1
2017-09-03,sr,4
2017-09-03,sl,1
2017-09-03,sco,4
2017-09-03,ru,74
2017-09-03,ro,1
2017-09-03,pt,58
2017-09-03,pl,308
2017-09-03,oc,2
2017-09-03,no,3
2017-09-03,nl,5
2017-09-03,my,42
2017-09-03,ms,16
2017-09-03,lv,1
2017-09-03,lt,26
2017-09-03,la,2
2017-09-03,ko,381
2017-09-03,jp,3
2017-09-03,ja,70
2017-09-03,it,19
2017-09-03,id,259
2017-09-03,hu,6
2017-09-03,hr,4
2017-09-03,hi,23
2017-09-03,gl,3
2017-09-03,fy,1
2017-09-03,fr,53
2017-09-03,fa,2
2017-09-03,es,656
2017-09-03,eo,1
2017-09-03,en,11486
2017-09-03,el,1
2017-09-03,de,349
2017-09-03,da,8
2017-09-03,cs,29
2017-09-03,ceb,1
2017-09-03,bn,5
