Voter||Weight||% Weight||Author||Rep||Permlink||vote_tstamp||Total Payout||Pending Payout||Curator Payout||Total Payout Value||Total Reward Shares||Ratio||Delegatee Vote Value||Vote Count||Created||Vote Date||Comments||json_metadata||depth||Word Count
freedompoint||2600||26||brimax||62||pruning-for-fruit||2018-03-02 13:18:48||1.012||1.012||0||0||188624850619||5.365146727374331e-12||0.024457852820349964||22||2018-03-02 11:54:03||2018-03-02||19||"{""tags"":[""homesteading"",""gardening"",""life"",""video"",""blog""]}"||0||180
freedompoint||3900||39||mehrab||47||re-freedompoint-the-genius-of-steemit-or-the-way-i-see-it-20180302t041308385z||2018-03-02 13:13:06||0.04||0.04||0||0||7264780905||5.506016013844261e-12||0.03686434340444848||2||2018-03-02 04:13:15||2018-03-02||1||"{""tags"":[""steemit""]}"||1||25
freedompoint||3900||39||frostyamber||53||re-freedompoint-re-frostyamber-re-freedompoint-the-genius-of-steemit-or-the-way-i-see-it-20180302t015230644z||2018-03-02 13:12:54||0.037||0.037||0||0||6837737312||5.411146745147146e-12||0.037||1||2018-03-02 01:52:39||2018-03-02||0||"{""tags"":[""steemit""]}"||3||83
freedompoint||10000||100||freedompoint||59||bm92b7kj||2018-03-02 13:11:18||72.066||72.066||0||0||13380233561855||5.3860046363801264e-12||0.09513921924119992||31||2018-03-02 13:06:30||2018-03-02||11||"{""tags"":[""dtube"",""dtubedaily"",""vlog"",""health"",""inspiration""]}"||0||99
freedompoint||3900||39||aktinyhome||48||re-freedompoint-the-genius-of-steemit-or-the-way-i-see-it-20180302t003551775z||2018-03-02 00:50:57||0.032||0.032||0||0||5840567287||5.4789198424656385e-12||0.032||1||2018-03-02 00:35:54||2018-03-02||1||"{""tags"":[""steemit""]}"||1||30
freedompoint||3900||39||basicstoliving||57||re-freedompoint-the-genius-of-steemit-or-the-way-i-see-it-20180301t210043397z||2018-03-02 00:32:54||0.032||0.032||0||0||5840567287||5.4789198424656385e-12||0.032||1||2018-03-01 21:00:45||2018-03-02||1||"{""tags"":[""steemit""]}"||1||36
freedompoint||3900||39||thefarmerswife||47||re-freedompoint-the-genius-of-steemit-or-the-way-i-see-it-20180301t212252217z||2018-03-02 00:32:42||0.032||0.032||0||0||5840567287||5.4789198424656385e-12||0.032||1||2018-03-01 21:22:51||2018-03-02||0||"{""tags"":[""steemit""]}"||1||22
freedompoint||3900||39||mackmck||57||vk39xkr74||2018-03-02 00:32:33||0.033||0.033||0||0||5983020148||5.515609037524505e-12||0.033||1||2018-03-01 21:41:48||2018-03-02||0||"{""tags"":[]}"||1||25
freedompoint||3900||39||cecicastor||57||re-freedompoint-6k0tg8s4-20180301t231838182z||2018-03-02 00:30:54||0.033||0.033||0||0||5983020148||5.515609037524505e-12||0.033||1||2018-03-01 23:18:39||2018-03-02||1||"{""tags"":[""dtubedaily""]}"||1||69
freedompoint||3900||39||cecicastor||57||re-freedompoint-a-second-thought-or-never-a-second-thought-20180301t232038994z||2018-03-02 00:29:33||0.033||0.033||0||0||5983020148||5.515609037524505e-12||0.033||1||2018-03-01 23:20:39||2018-03-02||1||"{""tags"":[""anarchy""]}"||1||12
freedompoint||3900||39||cecicastor||57||re-freedompoint-1c6wxc4z-20180301t232314516z||2018-03-02 00:28:54||0.034||0.034||0||0||6125473009||5.550591758390687e-12||0.034||1||2018-03-01 23:23:15||2018-03-02||0||"{""tags"":[""dtube""]}"||1||4
freedompoint||10000||100||freedomtowrite||47||day-133-5-minute-freewrite-thursday-prompt-the-attic-broken-part-7-of-lola-s-story||2018-03-02 00:27:09||2.317||2.317||0||0||427325344369||5.422098245591645e-12||0.08573443850197426||68||2018-03-01 22:26:15||2018-03-02||8||"{""tags"":[""freewrite"",""christianity"",""love"",""writing"",""fiction""]}"||0||502
freedompoint||3900||39||frostyamber||53||re-freedompoint-the-genius-of-steemit-or-the-way-i-see-it-20180301t200958291z||2018-03-01 20:26:15||0.032||0.032||0||0||5840483526||5.478998418118302e-12||0.032||1||2018-03-01 20:10:00||2018-03-01||1||"{""tags"":[""steemit""]}"||1||85
freedompoint||3900||39||bowentroyer||54||re-freedompoint-the-genius-of-steemit-or-the-way-i-see-it-20180301t194706963z||2018-03-01 19:49:42||0.075||0.075||0||0||13614767600||5.5087242179587405e-12||0.032173613044265255||2||2018-03-01 19:47:09||2018-03-01||0||"{""tags"":[""steemit""]}"||1||68
freedompoint||10000||100||freedompoint||59||the-genius-of-steemit-or-the-way-i-see-it||2018-03-01 19:30:51||6.398||6.398||0||0||1193186963549||5.3621102102640066e-12||0.08173020566274501||27||2018-03-01 19:26:12||2018-03-01||14||"{""tags"":[""steemit"",""cryptocurrencies"",""anarchy"",""blockchain"",""steem""]}"||0||923
freedompoint||3900||39||docsmith||52||re-freedompoint-re-docsmith-re-freedompoint-custom-creation-20180301t160451129z||2018-03-01 19:27:18||0.032||0.032||0||0||5891578739||5.431481342712476e-12||0.032||1||2018-03-01 16:04:51||2018-03-01||0||"{""tags"":[""steembay""]}"||3||20
freedompoint||3900||39||mountainjewel||58||re-freedompoint-re-mountainjewel-how-to-design-a-building-for-non-builders-or-our-sauna-design-20180301t165158067z||2018-03-01 19:27:09||0.033||0.033||0||0||6031854423||5.4709543178243915e-12||0.033||1||2018-03-01 16:52:00||2018-03-01||0||"{""tags"":[""homesteading""]}"||2||7
freedompoint||3900||39||goldendawne||59||re-freedompoint-re-goldendawne-dwqpqgpzg-20180301t160439666z||2018-03-01 16:11:15||0.031||0.031||0||0||5751303054||5.39008285756037e-12||0.031000000000000003||1||2018-03-01 16:04:42||2018-03-01||0||"{""tags"":[""dtube""]}"||3||38
freedompoint||3900||39||qberry||50||making-my-own-lumber-sawing-the-first-logs-on-the-new-sawmill||2018-03-01 15:51:30||3.155||3.155||0||0||587243904455||5.372554701828778e-12||0.030898875255410078||99||2018-02-27 00:09:12||2018-03-01||21||"{""tags"":[""homesteading"",""lifestyle"",""blog"",""farmlife"",""busy""]}"||0||367
freedompoint||3900||39||tedgoodwin||44||re-freedompoint-1c6wxc4z-20180301t150924292z||2018-03-01 15:14:21||0.031||0.031||0||0||5750976381||5.390389030707445e-12||0.031||1||2018-03-01 15:09:30||2018-03-01||2||"{""tags"":[""dtube""]}"||1||20
freedompoint||3900||39||goldendawne||59||dwqpqgpzg||2018-03-01 15:09:51||0.031||0.031||0||0||5750976381||5.390389030707445e-12||0.031||1||2018-03-01 14:47:51||2018-03-01||1||"{""tags"":[]}"||1||74
freedompoint||10000||100||freedompoint||58||1c6wxc4z||2018-03-01 15:09:06||2.34||2.34||0||0||420590045421||5.56361241897135e-12||0.0835022874916251||22||2018-03-01 14:36:54||2018-03-01||8||"{""tags"":[""dtube"",""dtubedaily"",""vlog"",""inspiration""]}"||0||76
freedompoint||3800||38||exyle||73||nz1sc9tq||2018-03-01 15:04:30||108.148||108.148||0||0||20129754107188||5.3725445141618566e-12||0.030897376606815956||307||2018-03-01 11:16:57||2018-03-01||102||"{""tags"":[""life"",""story"",""writing"",""exyle"",""dtube""]}"||0||373
freedompoint||3900||39||aktinyhome||48||re-freedompoint-re-aktinyhome-re-freedompoint-custom-creation-20180301t061023183z||2018-03-01 13:52:09||0.032||0.032||0||0||5813469886||5.504457858646935e-12||0.032||1||2018-03-01 06:10:24||2018-03-01||0||"{""tags"":[""steembay""]}"||3||9
freedompoint||3900||39||msena||40||re-freedompoint-a-second-thought-or-never-a-second-thought-20180301t054811515z||2018-03-01 13:51:33||0.032||0.032||0||0||5813469886||5.504457858646935e-12||0.032||1||2018-03-01 05:48:15||2018-03-01||0||"{""tags"":[""anarchy""]}"||1||6
freedompoint||3900||39||dragonson||31||re-freedompoint-custom-creation-20180225t182804775z||2018-03-01 13:50:12||0.032||0.032||0||0||5813469886||5.504457858646935e-12||0.032||1||2018-02-25 18:28:18||2018-03-01||1||"{""tags"":[""steembay""]}"||1||24
freedompoint||3900||39||tutufaith||47||re-freedompoint-custom-creation-20180225t172626098z||2018-03-01 13:49:57||0.033||0.033||0||0||5951885836||5.544461185797516e-12||0.033||1||2018-02-25 17:26:42||2018-03-01||0||"{""tags"":[""steembay""]}"||1||31
freedompoint||3900||39||docsmith||52||re-freedompoint-custom-creation-20180301t060913619z||2018-03-01 13:46:33||0.033||0.033||0||0||5951885836||5.544461185797516e-12||0.033||1||2018-03-01 06:09:15||2018-03-01||1||"{""tags"":[""steembay""]}"||1||25
freedompoint||3900||39||zkarnen38||25||re-freedompoint-a-second-thought-or-never-a-second-thought-20180301t014451326z||2018-03-01 02:12:39||0.027||0.027||0||0||4982974188||5.418450704605577e-12||0.027||1||2018-03-01 01:46:21||2018-03-01||1||"{""tags"":[""anarchy""]}"||1||21
freedompoint||3900||39||aktinyhome||48||re-freedompoint-custom-creation-20180301t020034497z||2018-03-01 02:08:30||0.027||0.027||0||0||4982974188||5.418450704605577e-12||0.027||1||2018-03-01 02:00:33||2018-03-01||1||"{""tags"":[""steembay""]}"||1||22
freedompoint||3900||39||aktinyhome||48||re-freedompoint-re-aktinyhome-how-the-tiny-home-helped-me-let-go-20180301t015146767z||2018-03-01 01:56:39||0.027||0.027||0||0||4982974188||5.418450704605577e-12||0.027||1||2018-03-01 01:51:51||2018-03-01||1||"{""tags"":[""life""]}"||2||27
freedompoint||3800||38||aktinyhome||48||how-the-tiny-home-helped-me-let-go||2018-03-01 01:39:54||0.143||0.143||0||0||25799696612||5.542700836779901e-12||0.026851937005134264||14||2018-02-28 22:56:27||2018-03-01||13||"{""tags"":[""life"",""tinyhome"",""homesteading"",""blog"",""prepper""]}"||0||852
freedompoint||3900||39||betaniaj||41||re-freedompoint-a-second-thought-or-never-a-second-thought-20180301t012446306z||2018-03-01 01:35:57||0.027||0.027||0||0||4982974188||5.418450704605577e-12||0.027||1||2018-03-01 01:24:42||2018-03-01||0||"{""tags"":[""anarchy""]}"||1||2
freedompoint||3900||39||agmoore||34||re-freedompoint-a-second-thought-or-never-a-second-thought-20180301t014231579z||2018-03-01 01:35:30||0.028||0.028||0||0||5121390138||5.467265575462395e-12||0.028000000000000004||1||2018-03-01 01:20:12||2018-03-01||1||"{""tags"":[""anarchy""]}"||1||22
freedompoint||3900||39||empowrcoins||42||re-freedompoint-a-second-thought-or-never-a-second-thought-20180301t011854710z||2018-03-01 01:33:57||0.028||0.028||0||0||5121390138||5.467265575462395e-12||0.028000000000000004||1||2018-03-01 01:18:54||2018-03-01||1||"{""tags"":[""anarchy""]}"||1||27
freedompoint||3900||39||squishysquid||52||re-bowentroyer-re-freedompoint-a-second-thought-or-never-a-second-thought-20180301t000809759z||2018-03-01 01:33:24||0.028||0.028||0||0||5121390138||5.467265575462395e-12||0.028000000000000004||1||2018-03-01 00:08:09||2018-03-01||1||"{""tags"":[""anarchy""]}"||2||14
freedompoint||10000||100||freedomtowrite||47||i-m-starting-a-brand-new-challenge-i-call-it-behind-the-curtain||2018-03-01 01:03:48||0.55||0.55||0||0||101599208144||5.413428018262371e-12||0.07193325890041989||20||2018-02-28 22:49:48||2018-03-01||34||"{""tags"":[""behindthecurtain"",""challenge"",""community"",""steemit"",""life""]}"||0||347
freedompoint||3900||39||squishysquid||52||re-freedompoint-re-squishysquid-buying-farm-tools-with-sbd-thanks-freedompoint-d-20180301t000452714z||2018-03-01 01:02:33||0.029||0.029||0||0||5259790561||5.513527518572237e-12||0.029||1||2018-03-01 00:04:51||2018-03-01||0||"{""tags"":[""homesteadersonline""]}"||2||8
freedompoint||3900||39||robali123||46||re-freedompoint-custom-creation-20180301t002006703z||2018-03-01 01:02:15||0.029||0.029||0||0||5259790561||5.513527518572237e-12||0.029||1||2018-03-01 00:20:09||2018-03-01||0||"{""tags"":[""steembay""]}"||1||33
freedompoint||3900||39||canadianrenegade||59||re-freedompoint-re-canadianrenegade-renegade-s-branding-gets-an-upgrade-what-do-you-think-of-our-logo-20180301t005456532z||2018-03-01 01:01:48||0.029||0.029||0||0||5398206102||5.372155018174592e-12||0.029||1||2018-03-01 00:54:57||2018-03-01||0||"{""tags"":[""homesteading""]}"||2||12
freedompoint||10000||100||squishysquid||52||buying-farm-tools-with-sbd-thanks-freedompoint-d||2018-02-28 23:54:54||1.688||1.688||0||0||303581827960||5.560280110779263e-12||0.07542276902627026||17||2018-02-28 23:01:45||2018-02-28||19||"{""tags"":[""homesteadersonline"",""handcrafted"",""art"",""knives"",""crafts""]}"||0||366
freedompoint||3700||37||borrowedearth||47||yes-again-sevendaybnwchallenge-day-1-my-way||2018-02-28 22:39:30||0.745||0.745||0||0||134519889643||5.538214475027764e-12||0.02759637244099668||6||2018-02-28 18:08:18||2018-02-28||4||"{""tags"":[""sevendaybnwchallenge"",""photography"",""challenge"",""steemitbloggers""]}"||0||71
freedompoint||3900||39||borrowedearth||47||re-earthmother-re-borrowedearth-yes-again-sevendaybnwchallenge-day-1-my-way-20180228t222926319z||2018-02-28 22:38:33||0.185||0.185||0||0||33494762007||5.5232516642852166e-12||0.029050803926197306||2||2018-02-28 22:29:33||2018-02-28||2||"{""tags"":[""sevendaybnwchallenge""]}"||2||245
freedompoint||3900||39||simms50||52||re-freedompoint-re-simms50-re-freedompoint-6k0tg8s4-20180228t214027148z||2018-02-28 22:36:30||0.029||0.029||0||0||5398142358||5.372218455302916e-12||0.029||1||2018-02-28 21:40:27||2018-02-28||0||"{""tags"":[""dtubedaily""]}"||3||33
